Phone No.,Check-in date,Check-in time,Check-out time
99126559,9/2/2021,1713,2104
85896728,31/1/2021,1938,2036
97597116,2/2/2021,1913,2105
86336463,28/1/2021,1905,1924
88136973,30/1/2021,1853,2049
98563959,23/1/2021,1235,1811
95064901,23/1/2021,1936,2050
91844382,6/2/2021,1336,1553
82257628,5/2/2021,1316,1621
92822591,11/2/2021,1616,1815
92492079,1/2/2021,1325,1744
92074850,30/1/2021,1313,2119
93946386,4/2/2021,1452,2022
90113726,3/2/2021,1848,1919
99583874,7/2/2021,1549,1722
88850190,1/2/2021,1457,1852
97214227,29/1/2021,1247,1404
81372906,31/1/2021,1633,1857
81024256,27/1/2021,2007,2154
82358771,29/1/2021,2114,2115
88640494,9/2/2021,1036,1049
94971567,20/1/2021,2026,2046
96377675,21/1/2021,1839,2130
84450467,28/1/2021,1258,1720
94577954,5/2/2021,1648,1709
93875863,11/2/2021,1255,1945
80833401,10/2/2021,1755,2006
88188094,29/1/2021,1610,1756
87280338,28/1/2021,2041,2055
86807270,3/2/2021,1825,2009
93271685,12/2/2021,1349,1705
84137124,28/1/2021,1441,1838
82197166,22/1/2021,1741,1952
92475795,2/2/2021,1512,1618
83642121,12/2/2021,1046,1647
92907055,9/2/2021,1657,2002
97904547,20/1/2021,1806,2130
82607303,11/2/2021,1514,1838
88642836,28/1/2021,1946,1956
89544885,23/1/2021,1230,1848
83513429,29/1/2021,2024,2109
80259161,22/1/2021,2055,2132
80458110,22/1/2021,1349,1716
91700914,23/1/2021,1137,1724
83236549,11/2/2021,2126,2153
81853620,10/2/2021,2021,2141
83954270,3/2/2021,1922,2111
92769661,20/1/2021,2106,2108
92582314,20/1/2021,1319,2141
83069886,25/1/2021,1955,2137
99758602,22/1/2021,1014,1353
86701465,6/2/2021,1045,1528
95903898,3/2/2021,1750,2004
96348895,28/1/2021,1357,1727
95202077,1/2/2021,1753,2027
83784851,4/2/2021,1109,1834
85967450,5/2/2021,1637,1937
82427932,7/2/2021,1252,1620
95899039,22/1/2021,1804,1917
84159389,1/2/2021,1324,1511
80447312,22/1/2021,1132,1720
88163091,26/1/2021,1704,1814
99460057,28/1/2021,1425,2058
86863145,2/2/2021,2132,2155
84054464,4/2/2021,1643,2004
90348070,27/1/2021,1131,1945
80774224,30/1/2021,1343,1619
88187503,23/1/2021,1811,1833
86227250,9/2/2021,1115,1207
99365042,23/1/2021,1949,2134
90611650,12/2/2021,1040,2006
96703995,25/1/2021,2012,2105
91111835,12/2/2021,1456,1801
84540262,3/2/2021,1457,1951
96047408,30/1/2021,1801,1904
95904530,12/2/2021,1900,2021
81794808,22/1/2021,1954,2016
94657349,20/1/2021,1036,1439
97376782,26/1/2021,1811,1923
85514574,4/2/2021,1043,1202
88765000,11/2/2021,1857,1952
97849518,27/1/2021,1623,2104
89507434,21/1/2021,1222,1830
86417855,9/2/2021,1955,2006
97342467,2/2/2021,1407,1947
91498955,9/2/2021,1021,1135
97324392,20/1/2021,2118,2132
99517847,11/2/2021,2029,2106
93636864,20/1/2021,2140,2142
99080151,21/1/2021,1657,1818
94524110,10/2/2021,1436,1634
92281276,2/2/2021,1118,1919
81982970,21/1/2021,1743,1930
93988388,30/1/2021,2004,2023
99024980,24/1/2021,1002,1549
96889730,8/2/2021,1939,2035
91509104,20/1/2021,2017,2140
96447632,12/2/2021,1452,1849
95234063,12/2/2021,2104,2109
96951290,5/2/2021,1747,1952
83478151,4/2/2021,2139,2142
88054258,29/1/2021,1629,1657
91295298,1/2/2021,1657,1913
80128996,29/1/2021,2016,2148
92209460,2/2/2021,1749,1912
81780300,22/1/2021,1130,1219
95567103,11/2/2021,1541,1850
95878609,23/1/2021,1104,1824
97757304,29/1/2021,2037,2102
88883665,23/1/2021,1914,2108
94377027,6/2/2021,1044,1505
88317212,1/2/2021,1518,1912
85890033,24/1/2021,1321,1707
89366710,21/1/2021,1850,1923
89198315,25/1/2021,1755,2036
93834196,31/1/2021,1547,1704
99600309,30/1/2021,1722,1746
86507789,10/2/2021,1917,1924
82312419,9/2/2021,1708,1914
97595810,10/2/2021,1243,2144
90993285,3/2/2021,1846,2054
82188247,4/2/2021,1618,2027
80414448,2/2/2021,1708,1854
85095015,8/2/2021,1219,1303
99638392,1/2/2021,1324,1427
94995795,23/1/2021,2149,2155
86978672,27/1/2021,1431,1954
91005243,23/1/2021,1541,1941
93737604,30/1/2021,1149,1255
97778796,27/1/2021,1239,1616
94549830,1/2/2021,1435,1708
90869416,30/1/2021,1013,1936
90526432,9/2/2021,1415,1812
86322197,1/2/2021,1609,1614
85016919,21/1/2021,1544,1816
98365395,5/2/2021,2135,2148
80871026,25/1/2021,1040,1955
92884781,24/1/2021,2152,2152
91997216,7/2/2021,2055,2125
98536723,12/2/2021,1913,2119
89178312,12/2/2021,1328,1507
99737906,8/2/2021,1241,1723
93292058,28/1/2021,1427,1801
82058046,7/2/2021,1219,1219
85992224,3/2/2021,1812,1935
83657764,28/1/2021,1531,1725
97942675,8/2/2021,1902,1953
80402099,22/1/2021,1008,1547
93256013,24/1/2021,1924,2058
90895869,4/2/2021,1942,2104
86014000,21/1/2021,1536,2001
86750744,6/2/2021,1201,1329
95269861,20/1/2021,1050,1837
81466729,30/1/2021,1153,1444
81175436,5/2/2021,1833,2023
84044878,7/2/2021,1535,1923
81080180,5/2/2021,1754,1953
84485647,30/1/2021,1618,1619
97189239,23/1/2021,1216,1314
82854426,25/1/2021,1909,2020
93976507,7/2/2021,1702,1953
89002500,28/1/2021,1755,2022
83412664,3/2/2021,1231,1947
96143795,30/1/2021,1338,2101
87547817,8/2/2021,1218,1412
85667201,10/2/2021,2148,2151
99980202,10/2/2021,1502,2104
84940756,28/1/2021,1757,1824
87064804,7/2/2021,1155,1457
85573078,27/1/2021,1946,2033
91469851,8/2/2021,1049,1311
91576145,30/1/2021,1210,1926
82319206,30/1/2021,1947,2026
91205140,10/2/2021,2116,2132
96757450,22/1/2021,1737,1917
97503896,10/2/2021,1424,1800
83071046,31/1/2021,1136,1500
94807149,23/1/2021,1412,1636
82940538,31/1/2021,1358,1438
99608475,5/2/2021,2146,2147
95052188,1/2/2021,1834,1910
94507050,10/2/2021,1203,2012
85793772,23/1/2021,1334,2147
90868281,9/2/2021,1102,2052
83564638,12/2/2021,2034,2123
91117456,8/2/2021,1237,2139
80959037,10/2/2021,1352,1446
93717782,4/2/2021,1120,1445
99303142,9/2/2021,1309,2049
90298995,24/1/2021,1215,2025
83112351,5/2/2021,1202,2113
84051133,25/1/2021,1530,1852
87062912,2/2/2021,1145,1551
87041109,11/2/2021,1810,1925
90434061,26/1/2021,1603,2116
89641648,4/2/2021,1837,1943
81329797,1/2/2021,1545,2133
80909213,6/2/2021,1929,2152
97982968,8/2/2021,1541,1703
81017422,9/2/2021,1153,1627
98020502,7/2/2021,2009,2012
92416040,4/2/2021,1417,1939
84592654,21/1/2021,1553,1626
91448968,24/1/2021,1928,2025
81016224,31/1/2021,1409,2109
93266710,20/1/2021,1145,2013
88433788,5/2/2021,1937,2058
93552751,8/2/2021,1304,1752
98559236,21/1/2021,1058,1433
91133406,3/2/2021,1140,1424
81210435,20/1/2021,2109,2157
80073571,12/2/2021,2028,2104
85768215,30/1/2021,1429,1847
98597625,22/1/2021,1304,1907
83766628,5/2/2021,2046,2150
88241067,7/2/2021,1043,1724
91854418,28/1/2021,1221,2146
90406734,29/1/2021,1147,1331
93939946,1/2/2021,1626,1838
99145999,31/1/2021,1109,1625
81894465,2/2/2021,1132,2031
91120532,28/1/2021,1355,2124
91717822,12/2/2021,1656,1748
99112426,25/1/2021,2047,2121
94307186,9/2/2021,1724,1954
86145290,5/2/2021,1332,1948
87509029,22/1/2021,1109,2102
89334520,8/2/2021,2048,2051
97856007,29/1/2021,1450,1952
86228359,1/2/2021,1535,1743
90401657,22/1/2021,1647,2151
83743199,4/2/2021,1934,2102
96854838,26/1/2021,1124,1526
95227936,24/1/2021,2007,2100
89942983,23/1/2021,1613,2103
91973438,7/2/2021,1901,2019
91085610,6/2/2021,1551,2137
92520629,12/2/2021,1234,2014
97729151,3/2/2021,1709,2038
93569590,29/1/2021,1516,2154
81718112,20/1/2021,1724,2050
83268289,3/2/2021,1136,1301
83109515,9/2/2021,1055,1852
85153396,29/1/2021,1851,2004
92770694,11/2/2021,1440,1712
83556926,8/2/2021,1939,2125
90513312,2/2/2021,1905,2110
83378727,5/2/2021,1446,1809
92788361,20/1/2021,1831,2105
96568294,27/1/2021,1327,1614
81859175,2/2/2021,2025,2046
99075215,4/2/2021,1257,1736
87295057,27/1/2021,1829,1954
95423940,20/1/2021,1316,1432
84623058,21/1/2021,1404,2052
98928468,7/2/2021,1826,1838
93770403,21/1/2021,1938,1945
93569658,26/1/2021,1834,2010
87743213,9/2/2021,1150,1607
83891756,6/2/2021,1834,1910
97434552,29/1/2021,1800,1941
86269219,11/2/2021,1214,1258
81786592,28/1/2021,1457,1712
86012662,20/1/2021,1313,2109
88360264,10/2/2021,1737,2036
87791656,10/2/2021,1715,1952
87259749,20/1/2021,1516,2055
96304304,1/2/2021,1936,2014
86235922,2/2/2021,1704,1807
92853920,4/2/2021,1330,2129
90923749,27/1/2021,1505,1932
86035677,25/1/2021,2008,2120
81232301,3/2/2021,1557,1822
87255373,27/1/2021,1912,1949
93276212,11/2/2021,2146,2154
98905769,4/2/2021,1800,1953
96948772,23/1/2021,1358,1639
86646150,10/2/2021,1523,1541
90596765,25/1/2021,2127,2142
99000399,6/2/2021,1703,1801
98460161,21/1/2021,1849,1921
86274116,2/2/2021,1557,2043
96269807,21/1/2021,1056,1606
97913357,26/1/2021,2058,2114
80465167,29/1/2021,1204,1341
92114075,7/2/2021,1206,2004
97261591,29/1/2021,1557,1956
87157670,28/1/2021,2013,2130
98146088,6/2/2021,1303,1706
98340481,6/2/2021,1258,1747
83857282,10/2/2021,1507,1652
99098634,4/2/2021,2028,2039
89915265,27/1/2021,1255,1927
91476145,3/2/2021,1826,2117
97053220,7/2/2021,1034,1904
80270348,6/2/2021,1642,1939
88409348,20/1/2021,1139,1329
90399076,28/1/2021,1022,1952
97024478,1/2/2021,1226,1639
97798532,20/1/2021,1756,1838
93894181,10/2/2021,1043,1047
86860418,10/2/2021,1032,1836
98675796,1/2/2021,1126,2140
94072392,1/2/2021,1831,2052
95925749,9/2/2021,1142,1658
92370636,6/2/2021,1534,1658
95191782,4/2/2021,1643,1824
94545016,25/1/2021,1924,1941
98204924,31/1/2021,1629,2157
91814777,29/1/2021,1252,1420
81107180,21/1/2021,1128,1229
80208753,28/1/2021,1011,1049
91191190,4/2/2021,2157,2158
83917130,28/1/2021,2042,2131
96480357,28/1/2021,2139,2149
82568485,1/2/2021,1319,2025
99943507,20/1/2021,1209,1851
91478111,28/1/2021,1513,1714
95182550,29/1/2021,1400,2132
99176703,8/2/2021,1054,1945
98536415,4/2/2021,1640,1921
84987978,26/1/2021,1013,1708
92838645,1/2/2021,1229,1405
98197540,3/2/2021,1744,2031
92157407,1/2/2021,2108,2126
91930098,2/2/2021,1349,2023
86630704,4/2/2021,1336,1429
81125665,23/1/2021,1653,1808
82612927,29/1/2021,1732,1742
88676141,7/2/2021,1442,2010
84750376,12/2/2021,1018,1936
99978001,4/2/2021,1012,1440
98710258,11/2/2021,1003,1242
84563304,22/1/2021,2000,2120
94627551,12/2/2021,1131,1658
97835715,27/1/2021,1338,1741
90924284,7/2/2021,2058,2103
86941918,23/1/2021,1819,2043
84411720,4/2/2021,1935,2113
97641886,5/2/2021,1001,1636
84581192,23/1/2021,1049,1354
97360946,3/2/2021,1418,1728
91932649,8/2/2021,1031,1036
85745803,20/1/2021,2043,2130
94515808,27/1/2021,2037,2103
96154347,1/2/2021,1104,1508
92170369,25/1/2021,1350,1819
94210152,11/2/2021,1418,1630
88498249,3/2/2021,1524,1552
83022853,30/1/2021,1420,1845
82728295,9/2/2021,1803,2141
83062592,10/2/2021,1902,1950
94056227,29/1/2021,1400,1646
82955217,27/1/2021,1919,2136
99653343,9/2/2021,1806,1840
92658582,23/1/2021,1924,1937
99713984,5/2/2021,1715,1839
91422448,25/1/2021,1513,1928
88812178,1/2/2021,2141,2144
80050413,22/1/2021,1721,1814
96491338,25/1/2021,1826,1957
97513602,7/2/2021,2054,2134
99413299,23/1/2021,1754,1950
81128789,26/1/2021,1623,1948
89236574,7/2/2021,1143,1313
89364947,3/2/2021,1832,2039
91723969,30/1/2021,2013,2036
85802723,22/1/2021,1004,1049
97952173,1/2/2021,1423,1506
85623812,3/2/2021,1121,1734
90937605,22/1/2021,1109,2100
81822891,3/2/2021,1742,1819
98497928,9/2/2021,1636,1750
98650856,8/2/2021,2153,2155
89386750,25/1/2021,1522,1952
88983978,7/2/2021,2130,2153
81137579,6/2/2021,1537,1841
86434101,11/2/2021,1357,1645
87904483,8/2/2021,1029,2134
86354966,24/1/2021,2145,2157
92043906,30/1/2021,1412,1450
99826112,31/1/2021,1053,1306
96185661,3/2/2021,1257,2106
88140378,10/2/2021,1514,2056
82959384,29/1/2021,1653,1802
84091912,26/1/2021,2015,2024
98618994,8/2/2021,1145,1842
99015398,1/2/2021,1805,1847
95085078,2/2/2021,1026,1501
94527776,27/1/2021,1857,2015
85353815,23/1/2021,2142,2154
81409545,21/1/2021,1345,1457
84297498,3/2/2021,2009,2045
86614544,27/1/2021,1000,1629
88580707,9/2/2021,1008,2020
91881990,29/1/2021,1019,1534
99021705,29/1/2021,1621,1753
80975171,30/1/2021,1420,1637
94712982,11/2/2021,1103,2152
88077862,10/2/2021,2127,2148
88749938,23/1/2021,1842,1844
97173412,26/1/2021,1455,1656
94896962,7/2/2021,1558,2042
96642396,27/1/2021,1900,2154
91399883,22/1/2021,1713,1916
84843676,28/1/2021,1929,2031
92371185,11/2/2021,1753,2157
87148266,21/1/2021,2116,2116
82091798,31/1/2021,1848,2158
84022576,28/1/2021,1726,2153
88095582,11/2/2021,1121,1908
84507011,2/2/2021,1448,1910
96278137,8/2/2021,2013,2025
88630937,25/1/2021,1555,1719
95740956,28/1/2021,1802,1843
92920342,28/1/2021,1921,1946
82124422,22/1/2021,1100,2132
89826101,10/2/2021,1724,1810
82499281,23/1/2021,1651,2117
94829506,27/1/2021,1755,1822
96832457,12/2/2021,1816,2056
92855232,12/2/2021,1512,1638
92283310,1/2/2021,1800,2125
87672042,20/1/2021,2050,2056
90993748,4/2/2021,1351,1517
84687865,1/2/2021,1828,2132
84309087,29/1/2021,1014,1653
89655806,31/1/2021,1941,2103
88186192,11/2/2021,1714,1838
83099427,31/1/2021,1920,2147
95620863,28/1/2021,1123,1125
90934214,2/2/2021,1101,1449
90385081,28/1/2021,1352,1949
97279037,9/2/2021,1030,1445
88704304,1/2/2021,1348,1616
86294216,9/2/2021,2129,2133
94363619,1/2/2021,1017,1510
99118796,2/2/2021,1329,1951
98041559,9/2/2021,1928,1936
85419483,10/2/2021,1137,1611
99166207,31/1/2021,1020,1236
86885220,6/2/2021,1108,1801
97756545,12/2/2021,1222,2102
96437201,21/1/2021,2110,2135
82881063,2/2/2021,1310,2150
80385320,29/1/2021,1856,2137
84402699,12/2/2021,1817,2140
80643902,9/2/2021,1324,1816
90901038,20/1/2021,2030,2152
87474758,25/1/2021,2126,2153
94876540,1/2/2021,1220,1713
84541475,23/1/2021,2117,2129
98988831,21/1/2021,1117,1335
80992690,12/2/2021,1725,1928
93241289,11/2/2021,1339,2126
88038401,9/2/2021,2127,2127
80546089,23/1/2021,1332,1927
83732896,12/2/2021,1453,1626
84177900,7/2/2021,1030,1500
90762698,28/1/2021,1430,1746
96015607,20/1/2021,1615,1745
84359124,27/1/2021,2147,2157
91806824,27/1/2021,1001,1323
82613511,11/2/2021,1251,1939
94584032,22/1/2021,1807,2142
88143978,7/2/2021,1808,1826
95108463,25/1/2021,1955,2017
87554749,20/1/2021,2025,2039
99852763,11/2/2021,1531,2157
86920674,20/1/2021,1841,2050
94245697,31/1/2021,1103,1909
93163125,5/2/2021,2024,2118
90084663,9/2/2021,1304,1513
83755049,3/2/2021,1629,2104
94150962,26/1/2021,1316,1824
98688342,24/1/2021,1500,1903
80634290,21/1/2021,1922,1932
81208583,3/2/2021,2047,2140
81738860,25/1/2021,1518,2116
96686850,31/1/2021,1515,1924
86642306,28/1/2021,1431,1829
88099728,1/2/2021,1648,1927
84042328,6/2/2021,2147,2154
98609560,6/2/2021,2026,2154
88666007,5/2/2021,1651,2102
80621595,6/2/2021,1923,1945
88664068,26/1/2021,1817,2141
84695787,4/2/2021,2043,2148
87278989,6/2/2021,1552,1851
89818163,8/2/2021,1048,1609
80687094,21/1/2021,1435,1531
84034069,10/2/2021,2145,2147
98155562,12/2/2021,1201,1716
82412472,6/2/2021,1254,1848
83821545,30/1/2021,1604,1606
98432282,10/2/2021,1441,1804
83345376,29/1/2021,2007,2045
91566895,27/1/2021,1957,2025
85123920,26/1/2021,1456,1931
94556224,30/1/2021,1729,1748
97367040,22/1/2021,2104,2116
96400951,25/1/2021,1809,1811
88277137,12/2/2021,1038,1737
90748878,12/2/2021,1909,1916
97430812,22/1/2021,1804,1824
82420475,10/2/2021,1546,2113
87585989,11/2/2021,1407,1627
85318875,9/2/2021,1110,1720
95089354,4/2/2021,1239,1825
96704844,29/1/2021,1904,2145
97825220,4/2/2021,1715,1920
90308554,29/1/2021,1238,1832
88087147,8/2/2021,1025,1446
94448095,3/2/2021,1545,1720
80196004,31/1/2021,1551,2116
83582956,10/2/2021,1925,2107
82376634,24/1/2021,1652,1656
86417718,4/2/2021,1227,1911
97449518,10/2/2021,1103,1634
98556681,21/1/2021,1452,2120
82920998,29/1/2021,1442,1624
93387285,8/2/2021,1346,2136
82290491,23/1/2021,1421,1524
86833684,20/1/2021,1432,1521
80046157,31/1/2021,1839,2019
81239101,9/2/2021,1542,1952
95830585,4/2/2021,1224,2146
86474097,4/2/2021,1040,1757
94093701,3/2/2021,1541,1907
85316648,2/2/2021,1156,1623
81493063,3/2/2021,1151,1827
80516269,31/1/2021,1941,2155
88191272,6/2/2021,2025,2110
99927132,21/1/2021,1645,2046
95117067,22/1/2021,1345,1803
80247047,29/1/2021,2028,2123
83954148,4/2/2021,1647,1754
91378756,22/1/2021,1940,2052
88634017,30/1/2021,1542,1823
85834016,28/1/2021,2022,2122
86392302,5/2/2021,1138,2026
81990846,8/2/2021,1912,2025
87606617,23/1/2021,1515,2007
96798495,4/2/2021,1752,2136
80792353,26/1/2021,1106,1544
91634383,29/1/2021,2042,2143
92262917,10/2/2021,1611,1841
99812515,3/2/2021,1902,2037
93294235,12/2/2021,1406,1838
82450095,25/1/2021,1417,1652
87545389,21/1/2021,2129,2129
93505442,3/2/2021,1641,1855
97657554,12/2/2021,1133,1852
99652439,1/2/2021,1541,2154
99288628,3/2/2021,1340,1358
85106011,8/2/2021,1313,1756
85970498,10/2/2021,1933,1933
98146185,7/2/2021,1432,1910
91088607,23/1/2021,1403,1453
86424438,25/1/2021,1505,1851
96184504,22/1/2021,1923,2150
83295634,20/1/2021,1857,2006
84901105,25/1/2021,2106,2134
80944868,7/2/2021,1127,1918
85916506,22/1/2021,1200,1412
94504619,25/1/2021,1801,2021
90851163,26/1/2021,1856,2155
88241389,22/1/2021,1919,2120
94479493,5/2/2021,1907,1910
97604638,1/2/2021,1227,1415
95051093,4/2/2021,1810,2010
99555944,1/2/2021,1612,1932
88656774,6/2/2021,1824,1852
88811675,25/1/2021,1145,1427
91914568,11/2/2021,1928,2033
85108540,3/2/2021,1815,1921
96725361,4/2/2021,1821,2119
93857264,31/1/2021,1417,1535
90384456,25/1/2021,1103,1710
88830599,3/2/2021,1457,1734
82267411,21/1/2021,1327,1643
87746502,22/1/2021,1820,2132
89352627,26/1/2021,2044,2139
83052135,31/1/2021,1741,1751
95501702,23/1/2021,1510,1542
86223810,23/1/2021,1907,2113
91993473,27/1/2021,1113,2006
93340341,31/1/2021,1224,1919
93758445,22/1/2021,1733,2000
95543512,1/2/2021,1537,1927
90314420,3/2/2021,1900,1912
95380466,27/1/2021,2127,2136
97723550,20/1/2021,1216,1322
89095002,23/1/2021,2158,2158
86666215,27/1/2021,1315,2116
87757175,5/2/2021,1841,1918
95182962,29/1/2021,2140,2153
89619931,11/2/2021,1126,2024
93519759,23/1/2021,1407,1714
96742820,2/2/2021,1345,1843
98925567,11/2/2021,1258,1909
87732219,27/1/2021,1043,2110
95746440,6/2/2021,1751,1815
82992698,12/2/2021,2024,2152
86364550,5/2/2021,1336,1336
89109267,25/1/2021,1640,2058
97285947,12/2/2021,1026,1111
91948926,8/2/2021,1007,2014
82034205,26/1/2021,1327,1606
91487714,25/1/2021,1309,2154
94370734,9/2/2021,1539,1843
89286396,6/2/2021,1952,2012
89879614,20/1/2021,1026,1654
81188711,6/2/2021,1609,1613
88034319,30/1/2021,1607,2153
83999762,9/2/2021,1754,2125
92429430,27/1/2021,1939,2005
82995545,10/2/2021,2140,2153
85007547,9/2/2021,1610,2015
82660393,5/2/2021,1527,1929
97140633,30/1/2021,1945,2140
91172144,6/2/2021,2030,2054
99741015,10/2/2021,1900,2037
89996722,29/1/2021,2042,2115
88790459,10/2/2021,1548,2042
97629920,30/1/2021,1815,2044
89197099,31/1/2021,1519,1738
98629134,11/2/2021,1627,1948
81541502,3/2/2021,1520,1647
91779796,9/2/2021,1812,1938
93194402,3/2/2021,1206,1610
84374932,23/1/2021,1340,1358
96401452,23/1/2021,1250,1543
90157675,4/2/2021,1520,1829
96680302,11/2/2021,2114,2153
87213548,2/2/2021,1831,2039
98697738,3/2/2021,1519,2009
86758810,26/1/2021,1709,1729
85628657,29/1/2021,1851,2053
83669627,22/1/2021,2016,2136
98790128,20/1/2021,1203,2129
88458234,8/2/2021,1007,1948
85836251,6/2/2021,1654,1726
91310516,21/1/2021,2151,2157
82056734,22/1/2021,1624,2043
88630266,1/2/2021,1144,1649
94832077,31/1/2021,2111,2130
90805124,4/2/2021,1314,1854
93077886,1/2/2021,2129,2137
84085858,4/2/2021,1934,2055
82714869,22/1/2021,1303,1509
92898202,12/2/2021,1239,2122
83922796,20/1/2021,1646,1743
86467871,26/1/2021,1029,1635
92538781,1/2/2021,1222,1333
82699120,5/2/2021,2154,2154
82643817,4/2/2021,1941,2138
86215243,2/2/2021,1457,2130
96546574,27/1/2021,1717,2000
86729981,8/2/2021,1743,1949
91805358,21/1/2021,1337,1537
84942376,12/2/2021,1142,1555
93690916,21/1/2021,1457,2153
98651210,7/2/2021,1438,1841
95993303,7/2/2021,1358,1714
89310506,12/2/2021,1103,1145
97583451,29/1/2021,1941,2123
90893033,29/1/2021,2131,2150
87267621,9/2/2021,1021,1725
87474648,26/1/2021,2047,2134
94914626,2/2/2021,1258,1357
86177370,7/2/2021,1538,2057
82561858,1/2/2021,1533,1750
94912989,12/2/2021,1655,1709
98506085,9/2/2021,2032,2115
89104405,7/2/2021,1000,1145
98725759,2/2/2021,1025,1133
82975829,4/2/2021,1938,2031
86960129,9/2/2021,1441,1632
89976566,12/2/2021,2119,2142
97972938,21/1/2021,1853,1909
94877568,7/2/2021,1627,2121
99360078,31/1/2021,1411,2152
96149934,31/1/2021,1722,1850
84565119,23/1/2021,1006,1217
90127164,1/2/2021,1958,2147
80174621,11/2/2021,2124,2134
95661345,22/1/2021,1750,1915
96430031,2/2/2021,1143,1334
97273653,12/2/2021,1636,2154
98503898,8/2/2021,1816,2039
96719694,10/2/2021,1938,2052
95942198,5/2/2021,1036,1122
99409130,3/2/2021,1127,1234
90723464,24/1/2021,1235,1258
90079872,5/2/2021,1119,1207
80242218,24/1/2021,1158,1457
96585022,20/1/2021,2145,2150
89489225,11/2/2021,1508,1656
98031867,8/2/2021,1540,2058
82132662,7/2/2021,2135,2153
98084158,6/2/2021,1339,2103
91200776,23/1/2021,1005,1107
95724433,9/2/2021,1724,2106
89156273,27/1/2021,2027,2057
91154843,8/2/2021,1534,2142
91005423,9/2/2021,1736,2030
89821448,21/1/2021,2012,2121
94342062,28/1/2021,1643,1817
86868502,6/2/2021,2022,2115
81031694,4/2/2021,1325,1713
94749487,1/2/2021,1849,2109
92483311,11/2/2021,1346,1613
89709858,23/1/2021,1949,2112
98375827,6/2/2021,1821,1937
95938428,11/2/2021,1323,1754
91133574,9/2/2021,1740,1933
93348971,2/2/2021,1730,2103
82495143,23/1/2021,1319,1856
92573434,31/1/2021,1551,2127
96298052,22/1/2021,1342,1521
97807550,6/2/2021,1106,1824
81354896,26/1/2021,1321,1721
84090869,8/2/2021,1011,2044
92461083,2/2/2021,2114,2158
85059982,23/1/2021,1003,1319
98186515,3/2/2021,1811,1912
81933428,24/1/2021,1257,1905
94841087,20/1/2021,1425,1900
90046307,31/1/2021,1916,1923
91559119,12/2/2021,1352,1648
86299293,21/1/2021,2137,2146
93013971,21/1/2021,2158,2158
84738632,28/1/2021,1402,1411
86823454,3/2/2021,1732,2013
93608065,22/1/2021,1643,1840
97369462,4/2/2021,1012,1556
99052703,23/1/2021,1604,1610
97803618,24/1/2021,1145,2103
91330672,5/2/2021,1429,2156
95830960,25/1/2021,1844,1911
86674365,12/2/2021,1851,1928
87555399,4/2/2021,1333,1848
86101380,7/2/2021,1844,1942
85255231,1/2/2021,1443,1824
81568241,21/1/2021,1750,2026
92567984,20/1/2021,1311,1532
81214647,25/1/2021,1717,1812
99700627,22/1/2021,1157,1844
98004017,9/2/2021,1312,1542
92404543,12/2/2021,1456,2106
87504914,26/1/2021,1728,1735
85310045,10/2/2021,1912,1932
97719833,31/1/2021,1840,2157
85291358,26/1/2021,1447,2127
99092466,5/2/2021,1822,2103
82957682,24/1/2021,1425,1816
86235180,10/2/2021,2125,2156
91914605,11/2/2021,1834,1908
86750141,31/1/2021,2040,2141
91077264,26/1/2021,1322,1525
96847689,12/2/2021,1342,1623
80154448,28/1/2021,1907,1958
80319938,5/2/2021,1243,2120
88267351,9/2/2021,1120,1523
90351747,3/2/2021,1632,1645
96323013,10/2/2021,1857,2048
84443411,8/2/2021,1238,1439
98478400,27/1/2021,1601,1954
99398245,24/1/2021,1315,1725
93452430,6/2/2021,1822,2054
85676094,4/2/2021,1247,1356
95109875,30/1/2021,1240,1524
90345583,6/2/2021,1254,2017
93614472,23/1/2021,1244,1644
82103486,29/1/2021,1254,1909
90182780,4/2/2021,2108,2146
90754221,30/1/2021,1312,1325
84893367,9/2/2021,1411,1427
92881934,5/2/2021,1106,1919
82107829,5/2/2021,1349,1355
87557517,1/2/2021,2026,2130
95946080,11/2/2021,1623,1900
80738866,27/1/2021,1317,1325
80756343,20/1/2021,1920,2027
89684907,9/2/2021,1837,2135
94160174,1/2/2021,1019,1029
96952672,29/1/2021,2128,2129
83620440,28/1/2021,1635,1827
95550457,12/2/2021,2141,2147
84604327,30/1/2021,1122,1918
82564964,29/1/2021,1906,2122
85479689,20/1/2021,1002,1907
85176363,28/1/2021,1657,1847
92948792,11/2/2021,1404,1553
91070146,30/1/2021,2053,2112
81023811,31/1/2021,1139,1627
80270535,9/2/2021,1502,2140
96901851,26/1/2021,1616,1927
90337443,10/2/2021,2021,2026
87418011,9/2/2021,1251,1456
80125228,23/1/2021,1810,1813
99587167,9/2/2021,2006,2017
97506655,24/1/2021,2006,2042
96130831,29/1/2021,1516,1913
98862873,5/2/2021,1645,1733
97997329,22/1/2021,1847,1854
99937097,25/1/2021,1206,1738
98380483,7/2/2021,2041,2135
80484241,4/2/2021,1455,2105
90266506,21/1/2021,1148,2137
81964568,29/1/2021,2002,2057
94565040,3/2/2021,1936,1938
89543691,9/2/2021,1114,1818
87129174,4/2/2021,1935,2137
82934872,24/1/2021,1728,2014
89988643,8/2/2021,1818,2054
87454135,4/2/2021,1237,1610
98558100,8/2/2021,1658,1948
88033072,11/2/2021,1017,1708
91226670,2/2/2021,2019,2054
91128190,1/2/2021,1910,2150
